PERIODO,REGION,CANAL,FABRICANTE,CATEGORIA,MARCAS,SUBCATEGORIA,EMPAQUES,TAMANIOS,PRECIO_PROMEDIO,VENTA_LITROS,VENTA_VALOR,DIST_NUM_TIENDAS_HANDLING,DIST_POND_TIENDAS_HANDLING,PERIODO_raw,PERIODO_date,date,serie_id
45931,SANTANDERES,HIPERMERCADOS,ALPINA,LECHE SABORIZADA,ALPIN,CHOCOLATE,CAJA ASEPTICA,200-249 CC,15991.2325,428.50560000000002,6852332.6710999999,100,100,45931,2025-10-01,2025-10-01,SANTANDERES | HIPERMERCADOS | ALPINA | LECHE SABORIZADA | ALPIN | CHOCOLATE | CAJA ASEPTICA | 200-249 CC
45901,ANTIOQUIA,SUPERETES,POSTOBON,BEBIDAS LACTEAS,BILAC,AVENA,CAJA ASEPTICA,200-249 CC,11499.748900000001,12.1088,139248.15909999999,1.4116804000000001,1.0197000000000001,45901,2025-09-01,2025-09-01,ANTIOQUIA | SUPERETES | POSTOBON | BEBIDAS LACTEAS | BILAC | AVENA | CAJA ASEPTICA | 200-249 CC
45901,ATLANTICO,TRADICIONAL,OTROS FABRICANTES,LECHE SABORIZADA,OTRAS MARCAS,VAINILLA,CAJA ASEPTICA,150-199 CC,NA,NA,NA,0,NA,45901,2025-09-01,2025-09-01,ATLANTICO | TRADICIONAL | OTROS FABRICANTES | LECHE SABORIZADA | OTRAS MARCAS | VAINILLA | CAJA ASEPTICA | 150-199 CC
45901,LLANOS,SUPER CADENA,COLANTA,LECHE SABORIZADA,FRESCOLANTA,FRESA,BOLSA,200-249 CC,NA,NA,NA,0,NA,45901,2025-09-01,2025-09-01,LLANOS | SUPER CADENA | COLANTA | LECHE SABORIZADA | FRESCOLANTA | FRESA | BOLSA | 200-249 CC
45870,ATLANTICO,HIPERMERCADOS,PARMALAT,LECHE LARGA VIDA,PARMALAT,DESLACTOSADA,CAJA,751 - 900 CC,6402.1081999999997,26.999500000000001,172853.72,21.739130429999999,19.770299999999999,45870,2025-08-01,2025-08-01,ATLANTICO | HIPERMERCADOS | PARMALAT | LECHE LARGA VIDA | PARMALAT | DESLACTOSADA | CAJA | 751 - 900 CC
45870,PACIFICO,SUPERETES,ALQUERIA,LECHE LARGA VIDA,ALQUERIA,SEMI-DESCREMADA/DESLACTOSADA,BOLSA,901 - 1000 CC,6026.6768000000002,5238.4965000000002,31570725.521000002,0.20030044999999999,9.5822000000000003,45870,2025-08-01,2025-08-01,PACIFICO | SUPERETES | ALQUERIA | LECHE LARGA VIDA | ALQUERIA | SEMI-DESCREMADA/DESLACTOSADA | BOLSA | 901 - 1000 CC
45870,ANTIOQUIA,SUPER CADENA,ALPINA,LECHE LARGA VIDA,ALPINA,ENTERA,BOLSA,1001 - 1100 CC,6026.5079999999998,4544.1435000000001,27385317.0689,10.030314969999999,14.0238,45870,2025-08-01,2025-08-01,ANTIOQUIA | SUPER CADENA | ALPINA | LECHE LARGA VIDA | ALPINA | ENTERA | BOLSA | 1001 - 1100 CC
45901,CENTRO,TRADICIONAL,EL RECREO,LECHE LARGA VIDA,EL RECREO,ENTERA,CAJA,751 - 900 CC,5333.3335999999999,661.93759999999997,3530334.0336000002,0.38768862999999998,3.7416999999999998,45901,2025-09-01,2025-09-01,CENTRO | TRADICIONAL | EL RECREO | LECHE LARGA VIDA | EL RECREO | ENTERA | CAJA | 751 - 900 CC
45870,ANTIOQUIA,SUPER CADENA,COLANTA,BEBIDAS LACTEAS,COLANTA,LIGHT,BOTELLA,1000-1500 CC,17928.722300000001,113.9987,2043851.0374,1.42031441,7.4808000000000003,45870,2025-08-01,2025-08-01,ANTIOQUIA | SUPER CADENA | COLANTA | BEBIDAS LACTEAS | COLANTA | LIGHT | BOTELLA | 1000-1500 CC
45870,EJE CAFETERO,SUPERETES,ALIVAL,BEBIDAS LACTEAS,SAN FERNANDO,AVENA,CAJA ASEPTICA,500-999 CC,7622.2254000000003,36.149099999999997,275536.58740000002,0.57285713999999999,3.0851999999999999,45870,2025-08-01,2025-08-01,EJE CAFETERO | SUPERETES | ALIVAL | BEBIDAS LACTEAS | SAN FERNANDO | AVENA | CAJA ASEPTICA | 500-999 CC
45870,SANTANDERES,SUPERETES,OTROS FABRICANTES,BEBIDAS LACTEAS,OTRAS MARCAS,YOG CTE + REF LACTEO,VASO,150-199 CC,6666.6763000000001,31.0396,206930.96489999999,0.28541775000000003,0.74860000000000004,45870,2025-08-01,2025-08-01,SANTANDERES | SUPERETES | OTROS FABRICANTES | BEBIDAS LACTEAS | OTRAS MARCAS | YOG CTE + REF LACTEO | VASO | 150-199 CC
45870,PACIFICO,CONS LOCAL,GLORIA,BEBIDAS LACTEAS,ALGARRA,YOG CTE + REF LACTEO,VASO,150-199 CC,18666.671600000001,105.1459,1962723.9861000001,1.0151842499999999,16.191700000000001,45870,2025-08-01,2025-08-01,PACIFICO | CONS LOCAL | GLORIA | BEBIDAS LACTEAS | ALGARRA | YOG CTE + REF LACTEO | VASO | 150-199 CC
45962,LLANOS,SUPER CADENA,COLANTA,LECHE SABORIZADA,FRESCOLANTA,FRESA,BOLSA,200-249 CC,9250,0.2,1850,0.70241145000000005,0.57930000000000004,45962,2025-11-01,2025-11-01,LLANOS | SUPER CADENA | COLANTA | LECHE SABORIZADA | FRESCOLANTA | FRESA | BOLSA | 200-249 CC
45931,CENTRO,SUPERETES,POSTOBON,LECHE SABORIZADA,BILAC,CHOCOLATE,BOLSA,200-249 CC,9893.0038999999997,91.456100000000006,904775.55339999998,4.40931126,2.9157000000000002,45931,2025-10-01,2025-10-01,CENTRO | SUPERETES | POSTOBON | LECHE SABORIZADA | BILAC | CHOCOLATE | BOLSA | 200-249 CC
45901,CUNDI/BOYACA,HIPERMERCADOS,FASALACT,BEBIDAS LACTEAS,SKETOS,GRIEGO,BOLSA,0 - 100CC,61514.561199999996,109.4084,6730209.7154000001,60.9375,78.308999999999997,45901,2025-09-01,2025-09-01,CUNDI/BOYACA | HIPERMERCADOS | FASALACT | BEBIDAS LACTEAS | SKETOS | GRIEGO | BOLSA | 0 - 100CC
45901,CUNDI/BOYACA,HIPERMERCADOS,LACTEOS DE NARINO,BEBIDAS LACTEAS,COLACTEOS,YOG CTE + REF LACTEO,BOLSA,1000-1500 CC,8818.9426999999996,153.57400000000001,1354360.3003,21.875,36.126300000000001,45901,2025-09-01,2025-09-01,CUNDI/BOYACA | HIPERMERCADOS | LACTEOS DE NARINO | BEBIDAS LACTEAS | COLACTEOS | YOG CTE + REF LACTEO | BOLSA | 1000-1500 CC
45901,EJE CAFETERO,SUPERETES,ALIVAL,BEBIDAS LACTEAS,SAN FERNANDO,AVENA,CAJA ASEPTICA,500-999 CC,7500.7290999999996,34.191600000000001,256461.93030000001,1.7185811499999999,6.2587999999999999,45901,2025-09-01,2025-09-01,EJE CAFETERO | SUPERETES | ALIVAL | BEBIDAS LACTEAS | SAN FERNANDO | AVENA | CAJA ASEPTICA | 500-999 CC
45870,CUNDI/BOYACA,SUPERETES,PL,LECHE LARGA VIDA,PL,ENTERA,BOLSA,751 - 900 CC,3939.0796,26104.2906,102826877.8434,5.5948120000000001,6.9709000000000003,45870,2025-08-01,2025-08-01,CUNDI/BOYACA | SUPERETES | PL | LECHE LARGA VIDA | PL | ENTERA | BOLSA | 751 - 900 CC
45870,CENTRO,TRADICIONAL,EL RECREO,LECHE LARGA VIDA,EL RECREO,ENTERA,CAJA,751 - 900 CC,5333.3330999999998,1029.1566,5488834.9797,0.38768862999999998,4.1805000000000003,45870,2025-08-01,2025-08-01,CENTRO | TRADICIONAL | EL RECREO | LECHE LARGA VIDA | EL RECREO | ENTERA | CAJA | 751 - 900 CC
45870,CUNDI/BOYACA,HIPERMERCADOS,FASALACT,BEBIDAS LACTEAS,SKETOS,GRIEGO,BOLSA,0 - 100CC,59769.796499999997,126.5694,7565027.2797999997,62.5,81.433899999999994,45870,2025-08-01,2025-08-01,CUNDI/BOYACA | HIPERMERCADOS | FASALACT | BEBIDAS LACTEAS | SKETOS | GRIEGO | BOLSA | 0 - 100CC
45870,CUNDI/BOYACA,HIPERMERCADOS,LACTEOS DE NARINO,BEBIDAS LACTEAS,COLACTEOS,YOG CTE + REF LACTEO,BOLSA,1000-1500 CC,8862.9043000000001,106.2838,941983.14469999995,20.3125,34.130699999999997,45870,2025-08-01,2025-08-01,CUNDI/BOYACA | HIPERMERCADOS | LACTEOS DE NARINO | BEBIDAS LACTEAS | COLACTEOS | YOG CTE + REF LACTEO | BOLSA | 1000-1500 CC
45870,ANTIOQUIA,SUPER CADENA,DEJA-MU,BEBIDAS LACTEAS,DEJA-MU,YOG CTE + REF LACTEO,OTROS EMPAQUES,1000-1500 CC,NA,NA,NA,0,NA,45870,2025-08-01,2025-08-01,ANTIOQUIA | SUPER CADENA | DEJA-MU | BEBIDAS LACTEAS | DEJA-MU | YOG CTE + REF LACTEO | OTROS EMPAQUES | 1000-1500 CC
45870,CUNDI/BOYACA,CONS LOCAL,ALPINA,BEBIDAS LACTEAS,REGENERIS,FUNCIONALES,VASO,150-199 CC,20663.355200000002,1890.4303,39062632.6932,5.9641969100000001,21.837700000000002,45870,2025-08-01,2025-08-01,CUNDI/BOYACA | CONS LOCAL | ALPINA | BEBIDAS LACTEAS | REGENERIS | FUNCIONALES | VASO | 150-199 CC
45870,SANTANDERES,TRADICIONAL,GLORIA,BEBIDAS LACTEAS,ALGARRA,YOG CTE + REF LACTEO,VASO,150-199 CC,15960.126200000001,480.91789999999997,7675510.3553999998,1.9861703399999999,6.0046999999999997,45870,2025-08-01,2025-08-01,SANTANDERES | TRADICIONAL | GLORIA | BEBIDAS LACTEAS | ALGARRA | YOG CTE + REF LACTEO | VASO | 150-199 CC
45992,ATLANTICO,HIPERMERCADOS,SAN MARTIN,BEBIDAS LACTEAS,SAN MARTIN,GRIEGO,BOTELLA,200-249 CC,37775.840700000001,179.3323,6774428.4002999999,34.782608699999997,43.303899999999999,45992,2025-12-01,2025-12-01,ATLANTICO | HIPERMERCADOS | SAN MARTIN | BEBIDAS LACTEAS | SAN MARTIN | GRIEGO | BOTELLA | 200-249 CC
45992,ATLANTICO,HIPERMERCADOS,COLANTA,BEBIDAS LACTEAS,COLANTA,YOG CTE + REF LACTEO,BOTELLA,1000-1500 CC,13203.2029,438.71589999999998,5792455.0239000004,52.173913040000002,60.860799999999998,45992,2025-12-01,2025-12-01,ATLANTICO | HIPERMERCADOS | COLANTA | BEBIDAS LACTEAS | COLANTA | YOG CTE + REF LACTEO | BOTELLA | 1000-1500 CC
45992,CUNDI/BOYACA,HIPERMERCADOS,FASALACT,BEBIDAS LACTEAS,SKETOS,GRIEGO,BOLSA,0 - 100CC,59466.246599999999,109.2465,6496479.3060999997,60.9375,80.153099999999995,45992,2025-12-01,2025-12-01,CUNDI/BOYACA | HIPERMERCADOS | FASALACT | BEBIDAS LACTEAS | SKETOS | GRIEGO | BOLSA | 0 - 100CC
45992,CUNDI/BOYACA,HIPERMERCADOS,LACTEOS DE NARINO,BEBIDAS LACTEAS,COLACTEOS,YOG CTE + REF LACTEO,BOLSA,1000-1500 CC,8841.3616999999995,198.57419999999999,1755666.3352999999,25,39.013399999999997,45992,2025-12-01,2025-12-01,CUNDI/BOYACA | HIPERMERCADOS | LACTEOS DE NARINO | BEBIDAS LACTEAS | COLACTEOS | YOG CTE + REF LACTEO | BOLSA | 1000-1500 CC
45992,ANTIOQUIA,SUPER CADENA,COLANTA,BEBIDAS LACTEAS,COLANTA,LIGHT,BOTELLA,1000-1500 CC,16873.656900000002,9.5714000000000006,161504.51999999999,0.32108828,0.86709999999999998,45992,2025-12-01,2025-12-01,ANTIOQUIA | SUPER CADENA | COLANTA | BEBIDAS LACTEAS | COLANTA | LIGHT | BOTELLA | 1000-1500 CC
45992,PACIFICO,SUPER CADENA,OTROS FABRICANTES,BEBIDAS LACTEAS,OTRAS MARCAS,YOG CTE + REF LACTEO,BOTELLA,200-249 CC,30016.012299999999,5.7099999999999998E-2,1713.9142999999999,0.15495352000000001,0.1772,45992,2025-12-01,2025-12-01,PACIFICO | SUPER CADENA | OTROS FABRICANTES | BEBIDAS LACTEAS | OTRAS MARCAS | YOG CTE + REF LACTEO | BOTELLA | 200-249 CC
45992,EJE CAFETERO,SUPERETES,ALIVAL,BEBIDAS LACTEAS,SAN FERNANDO,AVENA,CAJA ASEPTICA,500-999 CC,7995.5977999999996,52.039900000000003,416090.11210000003,1.7185811499999999,7.2328000000000001,45992,2025-12-01,2025-12-01,EJE CAFETERO | SUPERETES | ALIVAL | BEBIDAS LACTEAS | SAN FERNANDO | AVENA | CAJA ASEPTICA | 500-999 CC
45992,SANTANDERES,SUPERETES,PRODUCTOS LACTEOS COLFRANCE,BEBIDAS LACTEAS,COLFRANCE,AVENA,BOLSA,200-249 CC,5791.6502,1136.877,6584393.8663999997,2.8833679299999999,19.8035,45992,2025-12-01,2025-12-01,SANTANDERES | SUPERETES | PRODUCTOS LACTEOS COLFRANCE | BEBIDAS LACTEAS | COLFRANCE | AVENA | BOLSA | 200-249 CC
45992,SANTANDERES,SUPERETES,OTROS FABRICANTES,BEBIDAS LACTEAS,OTRAS MARCAS,YOG CTE + REF LACTEO,VASO,150-199 CC,11916.299800000001,6.3761999999999999,75980.710999999996,0.28541775000000003,0.54090000000000005,45992,2025-12-01,2025-12-01,SANTANDERES | SUPERETES | OTROS FABRICANTES | BEBIDAS LACTEAS | OTRAS MARCAS | YOG CTE + REF LACTEO | VASO | 150-199 CC
45992,ANTIOQUIA,CONS LOCAL,ALPINA,BEBIDAS LACTEAS,BON YURT,ADICIONES,VASO,150-199 CC,26270.6175,70340.135500000004,1847878793.8855,39.645093410000001,97.1173,45992,2025-12-01,2025-12-01,ANTIOQUIA | CONS LOCAL | ALPINA | BEBIDAS LACTEAS | BON YURT | ADICIONES | VASO | 150-199 CC
45992,CENTRO,CONS LOCAL,SURCOLAC,BEBIDAS LACTEAS,PUREZA,YOG CTE + REF LACTEO,BOLSA,150-199 CC,8885.3377,431.9264,3837811.9081000001,4.5451793900000004,17.133900000000001,45992,2025-12-01,2025-12-01,CENTRO | CONS LOCAL | SURCOLAC | BEBIDAS LACTEAS | PUREZA | YOG CTE + REF LACTEO | BOLSA | 150-199 CC
45992,EJE CAFETERO,CONS LOCAL,ALPINA,BEBIDAS LACTEAS,ALPINA,KUMIS,BOLSA,1000-1500 CC,8986.8011999999999,77.608900000000006,697455.75690000004,0.49984156000000002,0.41460000000000002,45992,2025-12-01,2025-12-01,EJE CAFETERO | CONS LOCAL | ALPINA | BEBIDAS LACTEAS | ALPINA | KUMIS | BOLSA | 1000-1500 CC
45992,CUNDI/BOYACA,CONS LOCAL,ALPINA,BEBIDAS LACTEAS,REGENERIS,FUNCIONALES,VASO,150-199 CC,21829.308799999999,3839.7051000000001,83818108.439899996,7.7649515999999998,29.320699999999999,45992,2025-12-01,2025-12-01,CUNDI/BOYACA | CONS LOCAL | ALPINA | BEBIDAS LACTEAS | REGENERIS | FUNCIONALES | VASO | 150-199 CC
45992,SANTANDERES,TRADICIONAL,GLORIA,BEBIDAS LACTEAS,ALGARRA,YOG CTE + REF LACTEO,VASO,150-199 CC,16579.452799999999,117.4743,1947659.6131,2.82798645,8.8181999999999992,45992,2025-12-01,2025-12-01,SANTANDERES | TRADICIONAL | GLORIA | BEBIDAS LACTEAS | ALGARRA | YOG CTE + REF LACTEO | VASO | 150-199 CC
45992,SANTANDERES,HIPERMERCADOS,ALPINA,LECHE SABORIZADA,ALPIN,CHOCOLATE,CAJA ASEPTICA,200-249 CC,17383.890800000001,342.81220000000002,5959409.8443,100,100,45992,2025-12-01,2025-12-01,SANTANDERES | HIPERMERCADOS | ALPINA | LECHE SABORIZADA | ALPIN | CHOCOLATE | CAJA ASEPTICA | 200-249 CC
45992,EJE CAFETERO,SUPER CADENA,ALPINA,LECHE SABORIZADA,ALPIN,CHOCOLATE,BOLSA,150-199 CC,12572.5924,4992.1319000000003,62764039.688199997,41.265659710000001,38.409199999999998,45992,2025-12-01,2025-12-01,EJE CAFETERO | SUPER CADENA | ALPINA | LECHE SABORIZADA | ALPIN | CHOCOLATE | BOLSA | 150-199 CC
45992,LLANOS,SUPER CADENA,COLANTA,LECHE SABORIZADA,FRESCOLANTA,FRESA,BOLSA,200-249 CC,9250,0.4,3700,0.70135769000000003,0.89949999999999997,45992,2025-12-01,2025-12-01,LLANOS | SUPER CADENA | COLANTA | LECHE SABORIZADA | FRESCOLANTA | FRESA | BOLSA | 200-249 CC
45992,ATLANTICO,SUPERETES,ALPINA,LECHE SABORIZADA,ALPIN,CHOCOLATE,BOLSA,200-249 CC,11500.016799999999,28.744399999999999,330561.08230000001,0.81332300999999996,18.111799999999999,45992,2025-12-01,2025-12-01,ATLANTICO | SUPERETES | ALPINA | LECHE SABORIZADA | ALPIN | CHOCOLATE | BOLSA | 200-249 CC
45992,CENTRO,SUPERETES,POSTOBON,LECHE SABORIZADA,BILAC,CHOCOLATE,BOLSA,200-249 CC,10203.126200000001,73.164900000000003,746510.71010000003,6.6139735100000001,3.2189000000000001,45992,2025-12-01,2025-12-01,CENTRO | SUPERETES | POSTOBON | LECHE SABORIZADA | BILAC | CHOCOLATE | BOLSA | 200-249 CC
45931,ATLANTICO,HIPERMERCADOS,PARMALAT,LECHE LARGA VIDA,PARMALAT,DESLACTOSADA,CAJA,751 - 900 CC,6541.6803,112.2414,734247.35,52.173913040000002,42.717599999999997,45931,2025-10-01,2025-10-01,ATLANTICO | HIPERMERCADOS | PARMALAT | LECHE LARGA VIDA | PARMALAT | DESLACTOSADA | CAJA | 751 - 900 CC
45962,ATLANTICO,HIPERMERCADOS,PARMALAT,LECHE LARGA VIDA,PARMALAT,DESLACTOSADA,CAJA,751 - 900 CC,6684.0137000000004,132.29949999999999,884291.67200000002,50,36.221899999999998,45962,2025-11-01,2025-11-01,ATLANTICO | HIPERMERCADOS | PARMALAT | LECHE LARGA VIDA | PARMALAT | DESLACTOSADA | CAJA | 751 - 900 CC
45992,ATLANTICO,HIPERMERCADOS,PARMALAT,LECHE LARGA VIDA,PARMALAT,DESLACTOSADA,CAJA,751 - 900 CC,6669.7501000000002,155.31479999999999,1035910.9007999999,52.173913040000002,40.186900000000001,45992,2025-12-01,2025-12-01,ATLANTICO | HIPERMERCADOS | PARMALAT | LECHE LARGA VIDA | PARMALAT | DESLACTOSADA | CAJA | 751 - 900 CC
45931,ATLANTICO,SUPERETES,ALQUERIA,LECHE LARGA VIDA,ALQUERIA,DESCREMADA / DESLACTOSADA,BOLSA,1001 - 1100 CC,6018.8653999999997,164.22839999999999,988468.62840000005,2.1843532099999998,4.0716000000000001,45931,2025-10-01,2025-10-01,ATLANTICO | SUPERETES | ALQUERIA | LECHE LARGA VIDA | ALQUERIA | DESCREMADA / DESLACTOSADA | BOLSA | 1001 - 1100 CC
45962,ATLANTICO,SUPERETES,ALQUERIA,LECHE LARGA VIDA,ALQUERIA,DESCREMADA / DESLACTOSADA,BOLSA,1001 - 1100 CC,5705.4921999999997,163.18879999999999,931072.42810000002,2.1843532099999998,4.2781000000000002,45962,2025-11-01,2025-11-01,ATLANTICO | SUPERETES | ALQUERIA | LECHE LARGA VIDA | ALQUERIA | DESCREMADA / DESLACTOSADA | BOLSA | 1001 - 1100 CC
45992,ATLANTICO,SUPERETES,ALQUERIA,LECHE LARGA VIDA,ALQUERIA,DESCREMADA / DESLACTOSADA,BOLSA,1001 - 1100 CC,5727.2727999999997,119.1391,682342.12210000004,1.4562354799999999,4.335,45992,2025-12-01,2025-12-01,ATLANTICO | SUPERETES | ALQUERIA | LECHE LARGA VIDA | ALQUERIA | DESCREMADA / DESLACTOSADA | BOLSA | 1001 - 1100 CC
45931,CUNDI/BOYACA,SUPERETES,COLANTA,LECHE LARGA VIDA,COLANTA,ENTERA,CAJA,901 - 1000 CC,5705.1237000000001,1481.7362000000001,8453488.2786999997,4.72123925,8.2590000000000003,45931,2025-10-01,2025-10-01,CUNDI/BOYACA | SUPERETES | COLANTA | LECHE LARGA VIDA | COLANTA | ENTERA | CAJA | 901 - 1000 CC
45931,CUNDI/BOYACA,SUPERETES,PL,LECHE LARGA VIDA,PL,ENTERA,BOLSA,751 - 900 CC,3900.7644,15157.8333,59127137.037600003,6.1092379000000001,5.3460000000000001,45931,2025-10-01,2025-10-01,CUNDI/BOYACA | SUPERETES | PL | LECHE LARGA VIDA | PL | ENTERA | BOLSA | 751 - 900 CC
45962,CUNDI/BOYACA,SUPERETES,COLANTA,LECHE LARGA VIDA,COLANTA,ENTERA,CAJA,901 - 1000 CC,5764.2102999999997,1704.4876999999999,9825025.5215000007,5.5356971799999997,9.3952000000000009,45962,2025-11-01,2025-11-01,CUNDI/BOYACA | SUPERETES | COLANTA | LECHE LARGA VIDA | COLANTA | ENTERA | CAJA | 901 - 1000 CC
45962,CUNDI/BOYACA,SUPERETES,PL,LECHE LARGA VIDA,PL,ENTERA,BOLSA,751 - 900 CC,3865.3939999999998,22230.896499999999,85931174.812600002,4.7544916500000003,7.7055999999999996,45962,2025-11-01,2025-11-01,CUNDI/BOYACA | SUPERETES | PL | LECHE LARGA VIDA | PL | ENTERA | BOLSA | 751 - 900 CC
45992,CUNDI/BOYACA,SUPERETES,COLANTA,LECHE LARGA VIDA,COLANTA,ENTERA,CAJA,901 - 1000 CC,5628.3734000000004,1091.576,6143797.2987000002,4.6942623499999998,9.1285000000000007,45992,2025-12-01,2025-12-01,CUNDI/BOYACA | SUPERETES | COLANTA | LECHE LARGA VIDA | COLANTA | ENTERA | CAJA | 901 - 1000 CC
45992,CUNDI/BOYACA,SUPERETES,PL,LECHE LARGA VIDA,PL,ENTERA,BOLSA,751 - 900 CC,3885.3676,22935.804800000002,89114033.165000007,4.7544916500000003,7.8986000000000001,45992,2025-12-01,2025-12-01,CUNDI/BOYACA | SUPERETES | PL | LECHE LARGA VIDA | PL | ENTERA | BOLSA | 751 - 900 CC
45931,PACIFICO,SUPERETES,ALQUERIA,LECHE LARGA VIDA,ALQUERIA,SEMI-DESCREMADA/DESLACTOSADA,BOLSA,901 - 1000 CC,6466.6037999999999,6373.7718000000004,41216656.705300003,0.20030044999999999,9.0601000000000003,45931,2025-10-01,2025-10-01,PACIFICO | SUPERETES | ALQUERIA | LECHE LARGA VIDA | ALQUERIA | SEMI-DESCREMADA/DESLACTOSADA | BOLSA | 901 - 1000 CC
45962,PACIFICO,SUPERETES,ALQUERIA,LECHE LARGA VIDA,ALQUERIA,SEMI-DESCREMADA/DESLACTOSADA,BOLSA,901 - 1000 CC,7077.6466,4107.8746000000001,29074084.504500002,0.20030044999999999,8.1090999999999998,45962,2025-11-01,2025-11-01,PACIFICO | SUPERETES | ALQUERIA | LECHE LARGA VIDA | ALQUERIA | SEMI-DESCREMADA/DESLACTOSADA | BOLSA | 901 - 1000 CC
